[run number],vote-portion-strategic,utility-distribution,number-of-voters,perceived-utility-stdev,proportion-of-strategic-voters,minority-power,y-axis,x-axis,QV?,number-of-issues,issues-correlation,correlate-n-issues,[step],item 0 total-payoff-per-issue,mean total-payoff-per-issue,first issue average payoff,average payoff
213,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.28006558,7.23216952,1,1
211,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.78575749,5.456270225,1,1
218,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.41893636,11.32498658,1,1
219,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.24933799,5.880046879,1,1
217,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.66294788,6.371950163,1,1
215,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.34376812,8.751730598,1,1
220,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.72898165,5.639829305,1,1
214,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.05827076,7.541296437,1,1
222,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.46779175,6.983162169,1,1
221,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.00707158,6.618037078,1,1
216,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.5047162,5.896327586,1,1
225,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.61442854,6.862023247,1,1
226,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.7436175,7.374319732,1,1
227,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.56086542,6.333580514,1,1
223,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.79793728,10.1458231,1,1
224,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.09962398,9.651221849,1,1
228,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.06429386,4.627850718,1,1
229,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.1588184,6.844186305,1,1
233,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.28500392,5.257874993,1,1
230,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.24797623,8.310990243,1,1
232,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.23388155,8.258371458,1,1
231,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.43266399,8.437099075,1,1
234,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.22599619,3.796527533,1,1
235,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.947121137,5.275170767,1,1
236,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.28122144,7.807095306,1,1
237,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.00269003,6.967806852,1,1
238,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.18935277,9.633811177,1,1
239,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.5270949,6.675953233,1,1
242,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.2920728,8.361560597,1,1
243,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.77593598,8.475238837,1,1
240,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.25686074,8.866937731,1,1
241,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.989038099,5.903786813,1,1
244,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.85431374,7.85557359,1,1
245,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.42721383,6.397323499,1,1
247,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.4975496,8.618531743,1,1
249,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.8299776,7.460885504,1,1
246,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.71452007,6.438581737,1,1
248,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.78279578,7.523778426,1,1
250,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.29534273,8.493903662,1,1
251,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.9367038,8.420241198,1,1
252,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.69748712,5.10455052,1,1
253,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.05872449,7.137590123,1,1
254,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.954446309,5.778676821,1,1
255,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.41317477,6.12797918,1,1
256,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.4481493,7.217592831,1,1
257,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.54604728,9.735912188,1,1
259,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.50589523,4.571955366,1,1
260,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.50717606,5.224793247,1,1
261,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.24127065,5.421736339,1,1
263,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.64973343,5.702182674,1,1
262,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.6746059,7.583497102,1,1
265,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.45632889,9.377362667,1,1
258,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.1345058,7.590037182,1,1
264,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.35996403,9.057623401,1,1
266,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.09823793,10.02276703,1,1
267,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.05359309,8.823083309,1,1
269,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.60065482,2.515337534,1,1
268,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.36635169,7.784690903,1,1
272,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.1522142,6.242126737,1,1
271,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.23159322,4.360343621,1,1
270,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.50021633,9.206676792,1,1
274,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.70760462,6.500385207,1,1
275,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.75047736,6.608274671,1,1
273,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.60572065,5.085361072,1,1
276,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.968152791,9.146902112,1,1
277,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.70035867,6.042504134,1,1
278,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.07905332,6.323820052,1,1
279,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.25451889,3.907111118,1,1
280,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.56074496,7.471002517,1,1
281,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.51172379,6.441740491,1,1
282,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.13176097,6.989406403,1,1
283,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.85898844,7.304483818,1,1
284,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.65296227,9.634236666,1,1
285,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.61584527,4.017344585,1,1
287,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.55031046,6.930416827,1,1
288,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.54380317,9.04250502,1,1
289,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.16838353,7.775776946,1,1
286,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.12164909,6.794189556,1,1
290,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.23218747,3.661905392,1,1
291,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.79968204,4.106339481,1,1
292,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.78222426,6.526911314,1,1
293,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.937206482,4.590561975,1,1
294,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.2868771,10.08985327,1,1
295,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.44623046,9.946344329,1,1
298,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.63639873,6.183124545,1,1
297,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.14757309,5.949967964,1,1
296,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.02369214,8.077229019,1,1
300,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.47458762,6.707246171,1,1
301,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.36977951,6.999942813,1,1
302,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.46447259,8.899289294,1,1
299,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.13015986,7.622164052,1,1
303,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.82106309,6.164767353,1,1
304,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.6605777,7.462792977,1,1
306,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.05387159,8.768999856,1,1
307,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.69413379,6.336570787,1,1
308,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.02886494,6.518769676,1,1
310,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.46969311,9.938151376,1,1
305,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.74682136,7.683243432,1,1
312,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.16127918,6.363480881,1,1
313,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.34525081,8.938313349,1,1
309,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.17509481,5.777806583,1,1
311,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.00573183,5.475147316,1,1
314,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.985453393,6.779432094,1,1
315,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.26943961,4.919898363,1,1
317,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.989870308,6.613278251,1,1
316,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.4304043,7.996032545,1,1
318,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.34858412,7.960444908,1,1
321,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.61625033,7.790629867,1,1
320,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.11327389,6.914935113,1,1
319,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.31630459,10.56794944,1,1
322,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.5650849,5.251965515,1,1
323,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.15975622,9.521879245,1,1
324,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.58107726,5.386531848,1,1
325,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.37890596,6.428368948,1,1
326,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.60351086,7.571105203,1,1
327,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.28131934,9.597896115,1,1
328,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.36038593,4.320341644,1,1
329,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.02461795,8.539564089,1,1
330,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.993431781,6.427719391,1,1
331,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.13034055,9.400652197,1,1
333,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.68392062,8.982708352,1,1
334,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.52326282,6.023232004,1,1
336,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.52297486,7.344747243,1,1
332,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.70977879,7.786587284,1,1
335,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.46427222,6.32303228,1,1
337,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.70139361,8.98549276,1,1
339,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.63702237,8.983383032,1,1
338,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.50456791,7.291956853,1,1
340,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.75579521,7.018964122,1,1
341,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.38273078,8.010358079,1,1
342,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.65201765,9.654413529,1,1
343,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.50933826,5.96036931,1,1
344,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.27174975,5.570582199,1,1
346,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.42344732,7.057563663,1,1
347,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.74803906,7.388851434,1,1
348,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.36474153,7.929770104,1,1
350,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.69305672,10.43927045,1,1
349,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.48571066,11.82705771,1,1
345,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.20969925,5.384901138,1,1
351,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.2960043,7.127495895,1,1
352,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.0041188,10.03022943,1,1
353,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.17317337,6.586189335,1,1
355,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.70456651,5.996919926,1,1
358,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.08376505,5.574786625,1,1
356,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.6243727,9.37599709,1,1
357,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.1900334,10.52322767,1,1
354,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.56617988,7.23127157,1,1
361,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.08599724,6.452165465,1,1
359,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.75946542,5.064854018,1,1
363,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.51262097,7.456742972,1,1
365,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.69955444,8.481598025,1,1
360,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.60565792,7.055618234,1,1
364,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.13252471,11.16126216,1,1
366,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.74183969,7.082217074,1,1
362,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.3808629,6.11384969,1,1
367,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.05238206,6.056416169,1,1
368,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.53500679,7.969261323,1,1
371,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.10879593,9.307624435,1,1
372,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.29648494,7.397470022,1,1
370,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.7046081,9.459817702,1,1
369,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.74163577,11.07682805,1,1
373,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.19514915,9.473837527,1,1
374,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.59432497,8.266320203,1,1
375,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.30258521,6.549341679,1,1
377,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.80722045,8.356594183,1,1
378,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.14620066,5.534415023,1,1
379,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.28719452,9.344235905,1,1
382,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.70419078,6.054616767,1,1
381,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.48688833,8.063916134,1,1
380,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.48662968,8.052214992,1,1
376,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.19060521,9.090909723,1,1
383,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.65689399,6.200397971,1,1
386,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.952182275,7.256245466,1,1
385,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.46807072,6.172250332,1,1
388,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.63582736,12.09529523,1,1
384,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.04266859,6.659195037,1,1
389,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.58198067,8.737755385,1,1
390,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.00179331,7.785777035,1,1
387,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.62513371,7.589970709,1,1
391,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.62221196,10.10702888,1,1
392,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.25500896,7.039697404,1,1
393,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.62523465,8.870366682,1,1
396,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.3820861,11.17102603,1,1
395,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.36839264,4.293841666,1,1
394,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.65217538,6.825219934,1,1
397,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.68053468,8.351243925,1,1
398,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.5030488,8.266053477,1,1
399,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.08316846,6.631544753,1,1
401,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.07471601,6.303072985,1,1
400,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.43780474,7.429380194,1,1
404,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,9.948284426,9.819655266,1,1
406,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.63263475,7.505589013,1,1
403,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.20829015,7.676889648,1,1
402,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.44645488,5.071563255,1,1
407,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.58814116,7.967310231,1,1
405,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.31515394,5.577337601,1,1
408,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0,10,1,10.64152501,4.906385588,1,1
